run_name,protocol,num_clients,alpha,seed,rounds,split_point,run_id,final_round,final_auprc,final_auroc,final_f1,final_precision,final_recall,final_bmr_risk,final_bmr_f1,final_elapsed_time,final_round_time,final_activation_comm_mb,auprc_per_second,f1_per_second,auprc_per_comm_mb,f1_per_comm_mb,round_to_auprc_0.75,time_to_auprc_0.75,comm_to_auprc_0.75_mb,round_to_auprc_0.8,time_to_auprc_0.8,comm_to_auprc_0.8_mb,round_to_auprc_0.85,time_to_auprc_0.85,comm_to_auprc_0.85_mb,round_to_f1_0.75,time_to_f1_0.75,round_to_f1_0.8,time_to_f1_0.8
splitfedv2_c4_alpha0.5_seed10_r50_splitblock3_run26209,splitfedv2,4,0.5,10,50,block3_run26209,,50,0.7849368132731748,0.9675968147379894,0.7704918032786885,1.0,0.6266666666666667,0.0386397949510199,0.8217054263565892,322.1571264266968,2.850005388259888,1390.655517578125,0.0024365030256494366,0.0023916646259694186,0.0005644365576891174,0.0005540493627210618,1,3.75202202796936,27.8131103515625,5.0,29.85304093360901,139.0655517578125,,,,1,3.75202202796936,1.0,3.75202202796936
splitfedv2_c4_alpha0.5_seed10_r5_run25540,splitfedv2,4,0.5,10,5,unknown,25540.0,5,0.8111231966695625,0.9734812288689272,0.8142857142857143,0.876923076923077,0.76,0.0286506794003019,0.7108433734939759,35.41152215003967,3.1088104248046875,556.26220703125,0.022905629225222494,0.022994936812813678,0.001458167005446039,0.0014638523056087628,1,4.2239158153533936,111.25244140625,4.0,27.486989974975582,445.009765625,,,,1,4.2239158153533936,1.0,4.2239158153533936
splitfedv2_c4_alpha0.5_seed10_r5_run25577,splitfedv2,4,0.5,10,5,unknown,25577.0,5,0.7999500541106398,0.9659085555575088,0.8142857142857143,0.876923076923077,0.76,0.0302131245391664,0.7532467532467533,35.5239143371582,3.093568563461304,556.26220703125,0.0225186348136722,0.022922184378593863,0.0014380808978196496,0.0014638523056087628,1,4.202430009841919,111.25244140625,,,,,,,1,4.202430009841919,1.0,4.202430009841919
splitfedv2_c4_alpha0.5_seed10_r5_run25583,splitfedv2,4,0.5,10,5,unknown,25583.0,5,0.809535817023637,0.976452499399394,0.8142857142857143,0.876923076923077,0.76,0.0224184544082019,0.586046511627907,35.7461359500885,3.1102399826049805,556.26220703125,0.022646806305273753,0.022779684926580106,0.0014553133518527145,0.0014638523056087628,1,4.179113626480103,111.25244140625,4.0,27.783145904541016,445.009765625,,,,1,4.179113626480103,1.0,4.179113626480103
splitfedv2_c4_alpha0.5_seed10_r5_splitblock1_run25597,splitfedv2,4,0.5,10,5,block1_run25597,,5,0.8065427364582223,0.976697663789618,0.8142857142857143,0.876923076923077,0.76,0.028703346090376,0.6982248520710059,35.0953803062439,2.9488236904144287,556.26220703125,0.02298145024844562,0.023202076945176824,0.001449932650939401,0.0014638523056087628,1,4.045514822006226,111.25244140625,4.0,27.415544986724854,445.009765625,,,,1,4.045514822006226,1.0,4.045514822006226
splitfedv2_c4_alpha0.5_seed10_r5_splitblock2_run25598,splitfedv2,4,0.5,10,5,block2_run25598,,5,0.80323677722921,0.9454549076824816,0.8260869565217391,0.9047619047619048,0.76,0.0301780134124504,0.7631578947368421,32.226717710494995,2.778571605682373,278.131103515625,0.024924560560122662,0.02563360513294578,0.0028879789677463577,0.002970135112829374,1,3.889021158218384,55.626220703125,4.0,25.265971183776852,222.5048828125,,,,1,3.889021158218384,1.0,3.889021158218384
splitfedv2_c4_alpha0.5_seed10_r5_splitblock3_run25599,splitfedv2,4,0.5,10,5,block3_run25599,,5,0.797883163124709,0.9667572556120028,0.8396946564885496,0.9821428571428572,0.7333333333333333,0.0301604578490923,0.7682119205298014,29.917394638061523,2.7155215740203857,139.0655517578125,0.026669540338570313,0.028067104995174706,0.0057374608811407895,0.00603812120165393,1,3.7861385345458975,27.8131103515625,,,,,,,1,3.7861385345458975,1.0,3.7861385345458975
splitfedv2_c4_alpha0.5_seed20_r50_run25543,splitfedv2,4,0.5,20,50,unknown,25543.0,50,0.8193521281232272,0.9826441893578498,0.75,0.7058823529411765,0.8000000000000002,0.0234366770829675,0.2291666666666666,309.7749373912811,1.5885543823242188,5562.6220703125,0.0026449916672512852,0.0024211125868219105,0.0001472960265440426,0.00013482850183238606,1,2.5240578651428223,111.25244140625,5.0,27.46703004837036,556.26220703125,,,,1,2.5240578651428223,1.0,2.5240578651428223
splitfedv2_c4_alpha0.5_seed30_r50_splitblock1_run26223,splitfedv2,4,0.5,30,50,block1_run26223,,50,0.7942116424536456,0.9719195363908568,0.7971014492753622,0.8730158730158731,0.7333333333333333,0.0270531231347213,0.6818181818181818,318.2864065170288,1.5751738548278809,5562.6220703125,0.0024952735215575538,0.0025043527871578017,0.0001427764878531516,0.00014329599228562768,2,9.045528650283812,222.5048828125,7.0,41.22093105316162,778.76708984375,,,,1,2.623075246810913,1.0,2.623075246810913
splitfedv2_c4_alpha0.5_seed30_r50_splitblock1_run26239,splitfedv2,4,0.5,30,50,block1_run26239,,50,0.8023910972547973,0.96464933405992,0.7714285714285716,0.8307692307692308,0.72,0.022471121098276,0.5779816513761468,317.4322681427002,1.5495288372039795,5562.6220703125,0.002527755297057847,0.0024302147224735814,0.00014424691936867825,0.00013868074474188282,1,2.634528160095215,111.25244140625,7.0,41.16902160644531,778.76708984375,,,,1,2.634528160095215,1.0,2.634528160095215
splitfedv2_c4_alpha0.5_seed30_r50_splitblock2_run26225,splitfedv2,4,0.5,30,50,block2_run26225,,50,0.7867218115862437,0.9643158073607913,0.8059701492537313,0.9152542372881356,0.72,0.0334784593237597,0.8115942028985508,282.5605018138885,1.5243890285491943,2781.31103515625,0.0027842596772581696,0.0028523807966075606,0.00028286006190675713,0.0002897806606546805,2,8.181630373001099,111.25244140625,3.0,13.885670900344849,166.878662109375,,,,2,8.181630373001099,2.0,8.181630373001099
splitfedv2_c4_alpha0.5_seed30_r50_splitblock3_run26227,splitfedv2,4,0.5,30,50,block3_run26227,,50,0.7939627038369698,0.958518700816238,0.8059701492537313,0.9152542372881356,0.72,0.0334609037604016,0.8175182481751825,258.4586718082428,1.4591267108917236,1390.655517578125,0.003071913580156565,0.003118371473531759,0.0005709269433020217,0.000579561321309361,2,7.520382404327393,55.626220703125,4.0,17.881467580795288,111.25244140625,,,,2,7.520382404327393,2.0,7.520382404327393
splitfedv2_c4_alpha1.0_seed10_r50_splitblock1_run26199,splitfedv2,4,1.0,10,50,block1_run26199,,50,0.7915664985749257,0.9798105015205584,0.7943262411347517,0.8484848484848485,0.7466666666666667,0.024332010814227,0.247148288973384,342.44922971725464,2.132134199142456,5562.6220703125,0.0023114857032339874,0.002319544540341329,0.00014230096680475303,0.00014279708941113226,1,3.0874688625335693,111.25244140625,5.0,30.634926557540894,556.26220703125,,,,1,3.0874688625335693,1.0,3.0874688625335693
splitfedv2_c4_alpha1.0_seed10_r50_splitblock2_run26201,splitfedv2,4,1.0,10,50,block2_run26201,,50,0.8019401745640642,0.9435156245422212,0.7733333333333333,0.7733333333333333,0.7733333333333333,0.0288613461605982,0.6629213483146067,306.7478766441345,2.045168161392212,2781.31103515625,0.002614329994187422,0.00252107151251937,0.00028833171278846645,0.0002780463326676761,1,2.9654362201690674,55.626220703125,2.0,9.230186700820925,111.25244140625,,,,1,2.9654362201690674,1.0,2.9654362201690674
splitfedv2_c4_alpha1.0_seed10_r50_splitblock3_run26203,splitfedv2,4,1.0,10,50,block3_run26203,,50,0.799478058347335,0.9672263727506576,0.725,0.6823529411764706,0.7733333333333333,0.0242091218707208,0.3062200956937799,277.83589339256287,1.8301241397857664,1390.655517578125,0.0028775189864245795,0.002609454059902999,0.0005748929538924592,0.0005213368737518927,1,2.873522996902466,27.8131103515625,7.0,36.58231258392334,194.6917724609375,,,,1,2.873522996902466,1.0,2.873522996902466
splitfedv2_c4_alpha1.0_seed20_r50_run25542,splitfedv2,4,1.0,20,50,unknown,25542.0,50,0.8017636199083376,0.9832786635493758,0.6820809248554913,0.6020408163265306,0.7866666666666666,0.030599346933043,0.1341463414634146,337.28045201301575,2.110544919967652,5562.6220703125,0.0023771422717299884,0.002022296047056915,0.00014413411692793568,0.00012261859896895225,1,3.0676960945129395,111.25244140625,6.0,37.64477372169495,667.5146484375,,,,2,10.000764846801758,21.0,140.05027294158936
splitfedv2_c4_alpha1.0_seed30_r50_splitblock1_run26217,splitfedv2,4,1.0,30,50,block1_run26217,,50,0.8112725906305526,0.9755604385301856,0.7814569536423841,0.7763157894736842,0.7866666666666666,0.0239282328569923,0.3184079601990049,321.4914333820343,1.7948672771453855,5562.6220703125,0.0025234656553554326,0.0024307240333640992,0.00014584355729652804,0.00014048356040813735,2,9.105937242507936,222.5048828125,5.0,28.32447504997253,556.26220703125,,,,1,2.727858304977417,4.0,22.02970838546753
splitfedv2_c4_alpha1.0_seed30_r50_splitblock2_run26219,splitfedv2,4,1.0,30,50,block2_run26219,,50,0.8059602671918537,0.9412044931179356,0.8169014084507044,0.8656716417910447,0.7733333333333333,0.0284575682033636,0.7612903225806451,285.6799421310425,1.4778616428375244,2781.31103515625,0.0028212000505872287,0.0028594986485820156,0.00028977710763175254,0.0002937109147897988,2,8.193514823913574,111.25244140625,4.0,19.63662624359131,222.5048828125,,,,1,2.5635757446289062,1.0,2.5635757446289062
splitfedv2_c4_alpha1.0_seed30_r50_splitblock3_run26221,splitfedv2,4,1.0,30,50,block3_run26221,,50,0.795574362132232,0.981171679528422,0.7785234899328859,0.7837837837837838,0.7733333333333333,0.0240862329272146,0.5933014354066986,256.5960624217987,1.4165055751800537,1390.655517578125,0.003100493260198389,0.003034043011358181,0.0005720858631602401,0.0005598248308745157,16,80.21074390411377,445.009765625,18.0,90.51806092262268,500.635986328125,,,,1,2.4467782974243164,1.0,2.4467782974243164
splitfedv2_c4_alpha100_seed10_r50_splitblock1_run26193,splitfedv2,4,100.0,10,50,block1_run26193,,50,0.8106152679418012,0.9660630138110052,0.6815642458100558,0.5865384615384617,0.8133333333333335,0.0277026789789684,0.2074554294975688,296.6610722541809,1.1632030010223389,5562.6220703125,0.0027324625431383236,0.002297450894487726,0.000145725389518735,0.00012252571488678658,1,2.235690116882324,111.25244140625,1.0,2.235690116882324,111.25244140625,,,,1,2.235690116882324,1.0,2.235690116882324
splitfedv2_c4_alpha100_seed10_r50_splitblock2_run26195,splitfedv2,4,100.0,10,50,block2_run26195,,50,0.8068402153280266,0.9721923579493852,0.7945205479452054,0.8169014084507044,0.7733333333333333,0.0232435658860292,0.4809160305343511,253.83089232444763,0.916905164718628,2781.31103515625,0.003178652558557452,0.0031301176175579375,0.00029009348653546025,0.000285664040411996,1,1.9872400760650637,55.626220703125,2.0,7.145047187805176,111.25244140625,,,,1,1.9872400760650637,1.0,1.9872400760650637
splitfedv2_c4_alpha100_seed10_r50_splitblock3_run26197,splitfedv2,4,100.0,10,50,block3_run26197,,50,0.8122118015817192,0.9667263170847472,0.7651006711409396,0.7702702702702703,0.76,0.0213826761700783,0.4980544747081712,228.2837619781494,0.8100082874298096,1390.655517578125,0.003557904401713257,0.0033515334796969595,0.0005840496020151809,0.0005501726786180585,1,1.879737138748169,27.8131103515625,5.0,20.459847688674927,139.0655517578125,,,,1,1.879737138748169,1.0,1.879737138748169
splitfedv2_c4_alpha100_seed20_r50_run25544,splitfedv2,4,100.0,20,50,unknown,25544.0,50,0.8203705751523368,0.991774805022823,0.7682119205298014,0.7631578947368421,0.7733333333333333,0.0217513430005968,0.3430079155672823,299.04217290878296,1.2184855937957764,5562.6220703125,0.0027433273613972,0.0025689083016532574,0.00014747911412688327,0.00013810248311308418,1,2.329061508178711,111.25244140625,5.0,26.561267614364624,556.26220703125,,,,1,2.329061508178711,1.0,2.329061508178711
splitfedv2_c4_alpha100_seed30_r50_splitblock1_run26211,splitfedv2,4,100.0,30,50,block1_run26211,,50,0.7497279808305539,0.9749974510872432,0.8085106382978723,0.8636363636363636,0.76,0.028703346090376,0.3288409703504042,298.3065736293793,1.181386947631836,5562.6220703125,0.0025132801188686763,0.002710334634805529,0.00013477960058293792,0.00014534703743633104,4,20.30845332145691,445.009765625,6.0,32.27095937728882,667.5146484375,,,,1,2.28271484375,1.0,2.28271484375
splitfedv2_c4_alpha100_seed30_r50_splitblock2_run26213,splitfedv2,4,100.0,30,50,block2_run26213,,50,0.8025322228758852,0.979031530343781,0.8111888111888111,0.8529411764705882,0.7733333333333333,0.0227168989852884,0.5431034482758621,259.80656003952026,0.9887874126434326,2781.31103515625,0.003088960581879875,0.0031222799419130054,0.000288544579420187,0.0002916569923087512,2,7.254897594451904,111.25244140625,6.0,28.303809642791748,333.75732421875,,,,1,2.0674712657928467,1.0,2.0674712657928467
splitfedv2_c4_alpha100_seed30_r50_splitblock3_run26215,splitfedv2,4,100.0,30,50,block3_run26215,,50,0.808279538890544,0.9675313047503532,0.8057553956834532,0.875,0.7466666666666667,0.0254555668691408,0.4320557491289198,230.42479920387268,0.8775303363800049,1390.655517578125,0.0035077801594411004,0.0034968258558426514,0.000581221969548714,0.0005794068951645942,11,48.82272124290466,305.9442138671875,26.0,118.73462748527528,723.140869140625,,,,1,1.9236140251159668,1.0,1.9236140251159668
