benchmark,run_name,protocol,num_clients,alpha,seed,rounds,split_point,run_id,round,fit_activation_comm_mb,fit_train_loss,fit_train_time,fit_elapsed_time,fit_round_time,fit_activation_comm_mb_std,fit_train_loss_std,fit_train_time_std,eval_bmr_cost_ratio_fn_fp,eval_bmr_threshold,eval_recall,eval_bmr_fp,eval_auprc,eval_fn,eval_fp,eval_bmr_tp,eval_bmr_tn,eval_f1,eval_precision,eval_tn,eval_auroc,eval_loss,eval_bmr_fn,eval_bmr_f1,eval_bmr_risk,eval_tp,eval_bmr_precision,eval_accuracy,eval_bmr_recall,eval_brier_score,eval_elapsed_time,eval_round_time,eval_bmr_cost_ratio_fn_fp_std,eval_bmr_threshold_std,eval_recall_std,eval_bmr_fp_std,eval_auprc_std,eval_fn_std,eval_fp_std,eval_bmr_tp_std,eval_bmr_tn_std,eval_f1_std,eval_precision_std,eval_tn_std,eval_auroc_std,eval_loss_std,eval_bmr_fn_std,eval_bmr_f1_std,eval_bmr_risk_std,eval_tp_std,eval_bmr_precision_std,eval_accuracy_std,eval_bmr_recall_std,eval_brier_score_std,fit_cumulative_activation_comm_mb,gpu_logs_found,gpu_process_count,server_gpu_util_mean_pct,server_gpu_util_max_pct,server_gpu_memory_max_mb,client_gpu_util_mean_pct,client_gpu_util_max_pct,client_gpu_memory_max_mb,overall_gpu_util_max_pct,overall_gpu_memory_max_mb,auprc_per_second,f1_per_second,auprc_per_comm_mb,f1_per_comm_mb
stress_non_iid,splitfedv1_c2_alpha0.1_seed10_r5_splitblock1_run26247,splitfedv1,2,0.1,10,5,block1,26247,5,111.25244140625,0.14330937223958068,3.3882851459277403,31.893652200698853,3.4617743492126465,54.100830078125,5.030644765169004,1.6856145858764648,100.0,0.009900990099009901,0.0,0.0,0.6652043139327712,75.0,0.0,0.0,56887.0,0.0,0.0,56887.0,0.9237682891814766,0.015760153622993527,75.0,0.0,0.1316667251852112,0.0,0.0,0.9986833327481479,0.0,0.0013166208954057135,35.354965925216675,3.4610888957977295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.26220703125,True,3,2.533333333333333,6,159,0.9545454545454545,3,159,6,159,0.02085695014628006,0.0,0.0011958466807999433,0.0
stress_non_iid,splitfedv2_c2_alpha0.1_seed10_r5_splitblock1_run26248,splitfedv2,2,0.1,10,5,block1,26248,5,111.25244140625,0.06685431624802543,3.418880562712283,32.08560013771057,3.4865405559539795,54.100830078125,0.7296007693133835,1.702807903289795,100.0,0.009900990099009901,0.0,0.0,0.7457669898873386,75.0,0.0,29.0,56887.0,0.0,0.0,56887.0,0.960620997181547,0.008349173658842347,46.0,0.5576923076923077,0.08075559144692954,0.0,1.0,0.9986833327481479,0.38666666666666666,0.001294433074703431,35.59682774543762,3.511040210723877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.26220703125,True,3,2.1333333333333333,6,159,0.8636363636363636,3,159,6,159,0.023243043193411556,0.0,0.0013406752795007742,0.0
