run_name,run_id,gpu_logs_found,gpu_process_count,server_gpu_util_mean_pct,server_gpu_util_max_pct,server_gpu_memory_max_mb,client_gpu_util_mean_pct,client_gpu_util_max_pct,client_gpu_memory_max_mb,overall_gpu_util_max_pct,overall_gpu_memory_max_mb
splitfedv1_c2_alpha0.1_seed10_r5_splitblock1_run26247,26247,True,3,2.533333333333333,6,159,0.9545454545454545,3,159,6,159
splitfedv2_c2_alpha0.1_seed10_r5_splitblock1_run26248,26248,True,3,2.1333333333333333,6,159,0.8636363636363636,3,159,6,159
