2026/05/03 20:21:30.731, Tesla T4, 0, 0, 15.19
2026/05/03 20:21:35.770, Tesla T4, 0, 0, 15.10
2026/05/03 20:21:40.809, Tesla T4, 0, 0, 15.10
2026/05/03 20:21:45.836, Tesla T4, 0, 0, 15.10
2026/05/03 20:21:50.873, Tesla T4, 0, 0, 15.10
2026/05/03 20:21:55.910, Tesla T4, 0, 0, 15.10
2026/05/03 20:22:00.936, Tesla T4, 0, 0, 28.64
2026/05/03 20:22:05.982, Tesla T4, 15, 315, 27.00
2026/05/03 20:22:11.015, Tesla T4, 0, 315, 26.70
2026/05/03 20:22:16.037, Tesla T4, 2, 315, 26.70
2026/05/03 20:22:21.082, Tesla T4, 12, 315, 27.09
2026/05/03 20:22:26.127, Tesla T4, 6, 315, 26.90
2026/05/03 20:22:31.152, Tesla T4, 4, 315, 26.90
2026/05/03 20:22:36.187, Tesla T4, 2, 315, 27.00
2026/05/03 20:22:41.232, Tesla T4, 2, 315, 27.00
2026/05/03 20:22:46.254, Tesla T4, 1, 315, 27.09
2026/05/03 20:22:51.289, Tesla T4, 2, 315, 27.09
2026/05/03 20:22:56.335, Tesla T4, 2, 315, 27.19
2026/05/03 20:23:01.358, Tesla T4, 2, 315, 27.29
2026/05/03 20:23:06.393, Tesla T4, 1, 315, 27.29
2026/05/03 20:23:11.440, Tesla T4, 3, 315, 27.09
2026/05/03 20:23:16.463, Tesla T4, 24, 315, 27.58
2026/05/03 20:23:21.509, Tesla T4, 1, 315, 27.29
2026/05/03 20:23:26.555, Tesla T4, 1, 315, 27.19
2026/05/03 20:23:31.577, Tesla T4, 1, 315, 27.29
2026/05/03 20:23:36.614, Tesla T4, 1, 315, 27.29
2026/05/03 20:23:41.651, Tesla T4, 6, 315, 27.38
2026/05/03 20:23:46.697, Tesla T4, 1, 315, 27.29
2026/05/03 20:23:51.732, Tesla T4, 1, 315, 27.38
2026/05/03 20:23:56.768, Tesla T4, 1, 315, 27.48
2026/05/03 20:24:01.802, Tesla T4, 11, 315, 27.67
2026/05/03 20:24:06.837, Tesla T4, 1, 315, 27.48
2026/05/03 20:24:11.872, Tesla T4, 1, 315, 27.48
2026/05/03 20:24:16.905, Tesla T4, 1, 315, 27.48
2026/05/03 20:24:21.951, Tesla T4, 11, 317, 27.87
2026/05/03 20:24:26.996, Tesla T4, 6, 317, 27.77
2026/05/03 20:24:32.030, Tesla T4, 1, 317, 27.48
2026/05/03 20:24:37.065, Tesla T4, 1, 317, 27.58
2026/05/03 20:24:42.112, Tesla T4, 15, 317, 27.97
