2026/05/03 21:12:43.297, Tesla T4, 0, 0, 16.26
2026/05/03 21:12:48.337, Tesla T4, 0, 0, 16.07
2026/05/03 21:12:53.378, Tesla T4, 0, 0, 16.07
2026/05/03 21:12:58.428, Tesla T4, 3, 159, 29.89
2026/05/03 21:13:03.462, Tesla T4, 2, 159, 29.23
2026/05/03 21:13:08.499, Tesla T4, 2, 159, 29.32
2026/05/03 21:13:13.545, Tesla T4, 5, 161, 29.42
2026/05/03 21:13:18.581, Tesla T4, 2, 161, 29.32
2026/05/03 21:13:23.621, Tesla T4, 2, 161, 29.32
2026/05/03 21:13:28.657, Tesla T4, 5, 161, 29.52
2026/05/03 21:13:33.693, Tesla T4, 4, 161, 29.32
2026/05/03 21:13:38.732, Tesla T4, 2, 161, 29.42
2026/05/03 21:13:43.769, Tesla T4, 2, 161, 29.40
2026/05/03 21:13:48.817, Tesla T4, 5, 161, 29.52
2026/05/03 21:13:53.852, Tesla T4, 2, 161, 29.52
2026/05/03 21:13:58.890, Tesla T4, 2, 161, 29.50
2026/05/03 21:14:03.950, Tesla T4, 5, 161, 29.61
2026/05/03 21:14:08.987, Tesla T4, 3, 161, 29.50
2026/05/03 21:14:14.035, Tesla T4, 3, 161, 29.52
2026/05/03 21:14:19.075, Tesla T4, 5, 161, 29.61
2026/05/03 21:14:24.110, Tesla T4, 5, 161, 29.60
2026/05/03 21:14:29.147, Tesla T4, 2, 161, 29.61
2026/05/03 21:14:34.192, Tesla T4, 2, 161, 29.50
2026/05/03 21:14:39.241, Tesla T4, 5, 161, 29.69
2026/05/03 21:14:44.279, Tesla T4, 3, 161, 29.61
2026/05/03 21:14:49.322, Tesla T4, 3, 161, 29.61
2026/05/03 21:14:54.377, Tesla T4, 5, 161, 29.71
2026/05/03 21:14:59.411, Tesla T4, 1, 161, 29.71
2026/05/03 21:15:04.451, Tesla T4, 3, 161, 29.71
2026/05/03 21:15:09.487, Tesla T4, 2, 161, 29.69
2026/05/03 21:15:14.546, Tesla T4, 5, 161, 29.81
2026/05/03 21:15:19.584, Tesla T4, 3, 161, 29.60
2026/05/03 21:15:24.624, Tesla T4, 3, 161, 29.60
2026/05/03 21:15:29.660, Tesla T4, 5, 161, 29.79
2026/05/03 21:15:34.706, Tesla T4, 1, 161, 29.71
2026/05/03 21:15:39.742, Tesla T4, 2, 161, 29.69
2026/05/03 21:15:44.790, Tesla T4, 5, 161, 29.79
2026/05/03 21:15:49.839, Tesla T4, 5, 161, 29.79
2026/05/03 21:15:54.874, Tesla T4, 3, 161, 29.71
2026/05/03 21:15:59.914, Tesla T4, 3, 161, 29.69
2026/05/03 21:16:04.950, Tesla T4, 5, 161, 29.89
2026/05/03 21:16:09.988, Tesla T4, 2, 161, 29.69
2026/05/03 21:16:15.025, Tesla T4, 3, 161, 29.79
2026/05/03 21:16:20.060, Tesla T4, 5, 161, 29.89
2026/05/03 21:16:25.095, Tesla T4, 2, 161, 29.91
2026/05/03 21:16:30.130, Tesla T4, 3, 161, 29.69
2026/05/03 21:16:35.175, Tesla T4, 3, 161, 29.69
2026/05/03 21:16:40.212, Tesla T4, 5, 161, 29.89
2026/05/03 21:16:45.247, Tesla T4, 3, 161, 29.81
2026/05/03 21:16:50.287, Tesla T4, 3, 161, 29.89
2026/05/03 21:16:55.342, Tesla T4, 5, 161, 29.89
2026/05/03 21:17:00.377, Tesla T4, 2, 161, 29.81
2026/05/03 21:17:05.412, Tesla T4, 3, 161, 29.79
2026/05/03 21:17:10.447, Tesla T4, 5, 161, 29.99
2026/05/03 21:17:15.483, Tesla T4, 5, 161, 29.99
2026/05/03 21:17:20.520, Tesla T4, 3, 161, 29.89
2026/05/03 21:17:25.562, Tesla T4, 3, 161, 29.89
2026/05/03 21:17:30.599, Tesla T4, 5, 161, 29.99
2026/05/03 21:17:35.634, Tesla T4, 3, 161, 29.79
2026/05/03 21:17:40.669, Tesla T4, 3, 161, 29.89
2026/05/03 21:17:45.721, Tesla T4, 5, 161, 29.99
2026/05/03 21:17:50.755, Tesla T4, 2, 161, 29.89
2026/05/03 21:17:55.791, Tesla T4, 3, 161, 29.89
2026/05/03 21:18:00.837, Tesla T4, 3, 161, 29.91
2026/05/03 21:18:05.875, Tesla T4, 5, 161, 30.00
2026/05/03 21:18:10.910, Tesla T4, 3, 161, 30.08
2026/05/03 21:18:15.946, Tesla T4, 3, 161, 29.99
2026/05/03 21:18:20.987, Tesla T4, 5, 161, 30.10
2026/05/03 21:18:26.022, Tesla T4, 2, 161, 29.99
2026/05/03 21:18:31.062, Tesla T4, 3, 161, 29.99
2026/05/03 21:18:36.121, Tesla T4, 5, 161, 30.08
2026/05/03 21:18:41.157, Tesla T4, 5, 161, 29.99
2026/05/03 21:18:46.192, Tesla T4, 3, 161, 29.89
2026/05/03 21:18:51.231, Tesla T4, 3, 161, 29.89
2026/05/03 21:18:56.278, Tesla T4, 0, 161, 29.89
